,furnishing,parking,bath,price,size,loc,sqft
14460,Semi-Furnished,1,2,30500000,2,Wadala Mumbai,902
14461,Furnished,2,3,55500000,3,Wadala Mumbai,1600
14462,Semi-Furnished,1,2,26500000,3,Wadala Mumbai,1100
14463,Unfurnished,1,2,20000000,2,Wadala Mumbai,720
14465,Unfurnished,1,4,45000000,4,Wadala Mumbai,1670
14466,Unfurnished,1,2,28653823,2,Wadala Mumbai,930
14467,Unfurnished,1,2,16100000,2,Wadala Mumbai,644
14468,Semi-Furnished,2,2,26500000,2,Wadala Mumbai,910
14469,Unfurnished,1,2,27000000,2,Wadala Mumbai,810
14470,Unfurnished,1,2,32500000,2,Wadala Mumbai,955
14471,Semi-Furnished,1,2,26900000,2,Wadala Mumbai,785
14472,Semi-Furnished,2,4,46900000,3,Wadala Mumbai,1321
14473,Semi-Furnished,2,2,33500000,3,Wadala Mumbai,1275
14474,Semi-Furnished,1,3,29700000,3,Wadala Mumbai,972
14475,Semi-Furnished,1,1,15000000,1,Wadala Mumbai,450
14476,Unfurnished,1,3,42500000,3,Wadala Mumbai,1450
14477,Semi-Furnished,1,2,28000000,2,Wadala Mumbai,906
14478,Unfurnished,1,1,16000000,1,Wadala Mumbai,514
14480,Semi-Furnished,1,4,49000000,3,Wadala Mumbai,1321
14481,Semi-Furnished,1,1,16500000,1,Wadala Mumbai,511
14482,Unfurnished,1,3,26200000,3,Wadala Mumbai,890
14483,Unfurnished,2,4,45000000,3,Wadala Mumbai,1330
14484,Unfurnished,1,2,31000000,3,Wadala Mumbai,950
14485,Unfurnished,1,2,36000000,2,Wadala Mumbai,727
14486,Unfurnished,1,2,20500000,2,Wadala Mumbai,673
14487,Unfurnished,1,2,24700000,2,Wadala Mumbai,750
14488,Unfurnished,1,2,13500000,2,Wadala Mumbai,473
14489,Unfurnished,1,3,29500000,3,Wadala Mumbai,1050
14490,Semi-Furnished,1,2,30500000,2,Wadala Mumbai,902
14491,Furnished,2,3,55500000,3,Wadala Mumbai,1600
14492,Semi-Furnished,1,2,26500000,3,Wadala Mumbai,1100
14493,Unfurnished,1,2,20000000,2,Wadala Mumbai,720
14495,Unfurnished,1,4,45000000,4,Wadala Mumbai,1670
14496,Unfurnished,1,2,28653823,2,Wadala Mumbai,930
14497,Unfurnished,1,2,16100000,2,Wadala Mumbai,644
14498,Semi-Furnished,2,2,26500000,2,Wadala Mumbai,910
14499,Unfurnished,1,2,27000000,2,Wadala Mumbai,810
14500,Unfurnished,1,2,32500000,2,Wadala Mumbai,955
14501,Semi-Furnished,1,2,26900000,2,Wadala Mumbai,785
14502,Semi-Furnished,2,4,46900000,3,Wadala Mumbai,1321
14503,Semi-Furnished,2,2,33500000,3,Wadala Mumbai,1275
14504,Semi-Furnished,1,3,29700000,3,Wadala Mumbai,972
14505,Semi-Furnished,1,1,15000000,1,Wadala Mumbai,450
14506,Unfurnished,1,3,42500000,3,Wadala Mumbai,1450
14507,Semi-Furnished,1,2,28000000,2,Wadala Mumbai,906
14508,Unfurnished,1,1,16000000,1,Wadala Mumbai,514
14510,Semi-Furnished,1,4,49000000,3,Wadala Mumbai,1321
14511,Semi-Furnished,1,1,16500000,1,Wadala Mumbai,511
14512,Unfurnished,1,3,26200000,3,Wadala Mumbai,890
14513,Unfurnished,2,4,45000000,3,Wadala Mumbai,1330
14514,Unfurnished,1,2,31000000,3,Wadala Mumbai,950
14515,Unfurnished,1,2,36000000,2,Wadala Mumbai,727
14516,Unfurnished,1,2,20500000,2,Wadala Mumbai,673
14517,Unfurnished,1,2,24700000,2,Wadala Mumbai,750
14518,Unfurnished,1,2,13500000,2,Wadala Mumbai,473
14519,Unfurnished,1,3,29500000,3,Wadala Mumbai,1050
14520,Semi-Furnished,1,2,30500000,2,Wadala Mumbai,902
14521,Furnished,2,3,55500000,3,Wadala Mumbai,1600
14522,Semi-Furnished,1,2,26500000,3,Wadala Mumbai,1100
14523,Unfurnished,1,2,20000000,2,Wadala Mumbai,720
14525,Unfurnished,1,4,45000000,4,Wadala Mumbai,1670
14526,Unfurnished,1,2,28653823,2,Wadala Mumbai,930
14527,Unfurnished,1,2,16100000,2,Wadala Mumbai,644
14528,Semi-Furnished,2,2,26500000,2,Wadala Mumbai,910
14529,Unfurnished,1,2,27000000,2,Wadala Mumbai,810
14530,Unfurnished,1,2,32500000,2,Wadala Mumbai,955
14531,Semi-Furnished,1,2,26900000,2,Wadala Mumbai,785
14532,Semi-Furnished,2,4,46900000,3,Wadala Mumbai,1321
14533,Semi-Furnished,2,2,33500000,3,Wadala Mumbai,1275
14534,Semi-Furnished,1,3,29700000,3,Wadala Mumbai,972
14535,Semi-Furnished,1,1,15000000,1,Wadala Mumbai,450
14536,Unfurnished,1,3,42500000,3,Wadala Mumbai,1450
14537,Semi-Furnished,1,2,28000000,2,Wadala Mumbai,906
14538,Unfurnished,1,1,16000000,1,Wadala Mumbai,514
14540,Semi-Furnished,1,4,49000000,3,Wadala Mumbai,1321
14541,Semi-Furnished,1,1,16500000,1,Wadala Mumbai,511
14542,Unfurnished,1,3,26200000,3,Wadala Mumbai,890
14543,Unfurnished,2,4,45000000,3,Wadala Mumbai,1330
14544,Unfurnished,1,2,31000000,3,Wadala Mumbai,950
14545,Unfurnished,1,2,36000000,2,Wadala Mumbai,727
14546,Unfurnished,1,2,20500000,2,Wadala Mumbai,673
14547,Unfurnished,1,2,24700000,2,Wadala Mumbai,750
14548,Unfurnished,1,2,13500000,2,Wadala Mumbai,473
14549,Unfurnished,1,3,29500000,3,Wadala Mumbai,1050
14550,Semi-Furnished,1,2,30500000,2,Wadala Mumbai,902
14551,Furnished,2,3,55500000,3,Wadala Mumbai,1600
14552,Semi-Furnished,1,2,26500000,3,Wadala Mumbai,1100
14553,Unfurnished,1,2,20000000,2,Wadala Mumbai,720
14555,Unfurnished,1,4,45000000,4,Wadala Mumbai,1670
14556,Unfurnished,1,2,28653823,2,Wadala Mumbai,930
14557,Unfurnished,1,2,16100000,2,Wadala Mumbai,644
14558,Semi-Furnished,2,2,26500000,2,Wadala Mumbai,910
14559,Unfurnished,1,2,27000000,2,Wadala Mumbai,810
14560,Unfurnished,1,2,32500000,2,Wadala Mumbai,955
14561,Semi-Furnished,1,2,26900000,2,Wadala Mumbai,785
14562,Semi-Furnished,2,4,46900000,3,Wadala Mumbai,1321
14563,Semi-Furnished,2,2,33500000,3,Wadala Mumbai,1275
14564,Semi-Furnished,1,3,29700000,3,Wadala Mumbai,972
14565,Semi-Furnished,1,1,15000000,1,Wadala Mumbai,450
14566,Unfurnished,1,3,42500000,3,Wadala Mumbai,1450
14567,Semi-Furnished,1,2,28000000,2,Wadala Mumbai,906
14568,Unfurnished,1,1,16000000,1,Wadala Mumbai,514
14570,Semi-Furnished,1,4,49000000,3,Wadala Mumbai,1321
14571,Semi-Furnished,1,1,16500000,1,Wadala Mumbai,511
14572,Unfurnished,1,3,26200000,3,Wadala Mumbai,890
14573,Unfurnished,2,4,45000000,3,Wadala Mumbai,1330
14574,Unfurnished,1,2,31000000,3,Wadala Mumbai,950
14575,Unfurnished,1,2,36000000,2,Wadala Mumbai,727
14576,Unfurnished,1,2,20500000,2,Wadala Mumbai,673
14577,Unfurnished,1,2,24700000,2,Wadala Mumbai,750
14578,Unfurnished,1,2,13500000,2,Wadala Mumbai,473
14579,Unfurnished,1,3,29500000,3,Wadala Mumbai,1050
14580,Semi-Furnished,1,2,30500000,2,Wadala Mumbai,902
14581,Furnished,2,3,55500000,3,Wadala Mumbai,1600
14582,Semi-Furnished,1,2,26500000,3,Wadala Mumbai,1100
14583,Unfurnished,1,2,20000000,2,Wadala Mumbai,720
14585,Unfurnished,1,4,45000000,4,Wadala Mumbai,1670
14586,Unfurnished,1,2,28653823,2,Wadala Mumbai,930
14587,Unfurnished,1,2,16100000,2,Wadala Mumbai,644
14588,Semi-Furnished,2,2,26500000,2,Wadala Mumbai,910
14589,Unfurnished,1,2,27000000,2,Wadala Mumbai,810
14590,Unfurnished,1,2,32500000,2,Wadala Mumbai,955
14591,Semi-Furnished,1,2,26900000,2,Wadala Mumbai,785
14592,Semi-Furnished,2,4,46900000,3,Wadala Mumbai,1321
14593,Semi-Furnished,2,2,33500000,3,Wadala Mumbai,1275
14594,Semi-Furnished,1,3,29700000,3,Wadala Mumbai,972
14595,Semi-Furnished,1,1,15000000,1,Wadala Mumbai,450
14596,Unfurnished,1,3,42500000,3,Wadala Mumbai,1450
14597,Semi-Furnished,1,2,28000000,2,Wadala Mumbai,906
14598,Unfurnished,1,1,16000000,1,Wadala Mumbai,514
14600,Semi-Furnished,1,4,49000000,3,Wadala Mumbai,1321
14601,Semi-Furnished,1,1,16500000,1,Wadala Mumbai,511
14602,Unfurnished,1,3,26200000,3,Wadala Mumbai,890
14603,Unfurnished,2,4,45000000,3,Wadala Mumbai,1330
14604,Unfurnished,1,2,31000000,3,Wadala Mumbai,950
14605,Unfurnished,1,2,36000000,2,Wadala Mumbai,727
14606,Unfurnished,1,2,20500000,2,Wadala Mumbai,673
14607,Unfurnished,1,2,24700000,2,Wadala Mumbai,750
14608,Unfurnished,1,2,13500000,2,Wadala Mumbai,473
14609,Unfurnished,1,3,29500000,3,Wadala Mumbai,1050
14610,Semi-Furnished,1,2,30500000,2,Wadala Mumbai,902
14611,Unfurnished,1,1,5950000,1,Bhandup Mumbai,350
14612,Semi-Furnished,2,2,33000000,3,Bhandup Mumbai,810
14613,Semi-Furnished,2,3,26000000,3,Bhandup Mumbai,1143
14614,Unfurnished,1,3,24500000,3,Bhandup Mumbai,940
14615,Unfurnished,1,2,16500000,2,Bhandup Mumbai,721
14617,Unfurnished,1,4,26400000,3,Bhandup Mumbai,1135
14618,Unfurnished,1,1,3800000,1,Bhandup Mumbai,400
14619,Unfurnished,1,2,4000000,1,Bhandup Mumbai,360
14620,Semi-Furnished,1,2,13000000,2,Bhandup Mumbai,600
14621,Semi-Furnished,1,2,9000000,1,Bhandup Mumbai,425
14622,Semi-Furnished,2,2,22500000,2,Bhandup Mumbai,700
14623,Semi-Furnished,1,2,17000000,2,Bhandup Mumbai,875
14624,Semi-Furnished,1,1,8200000,1,Bhandup Mumbai,350
14626,Unfurnished,1,2,5900000,1,Bhandup Mumbai,340
14627,Furnished,1,3,40000000,4,Bhandup Mumbai,1800
14628,Semi-Furnished,1,1,9700000,1,Bhandup Mumbai,569
14630,Furnished,1,2,16000000,2,Bhandup Mumbai,700
14631,Furnished,1,2,8500000,1,Bhandup Mumbai,430
14632,Semi-Furnished,1,2,15000000,2,Bhandup Mumbai,700
14633,Unfurnished,1,2,4500000,1,Bhandup Mumbai,350
14634,Unfurnished,1,2,10400000,2,Bhandup Mumbai,720
14635,Furnished,1,2,18000000,2,Bhandup Mumbai,720
14636,Semi-Furnished,1,2,9000000,1,Bhandup Mumbai,430
14637,Unfurnished,1,1,7500000,1,Bhandup Mumbai,327
14638,Furnished,1,2,17500000,2,Bhandup Mumbai,710
14639,Semi-Furnished,1,2,9500000,1,Bhandup Mumbai,720
14641,Semi-Furnished,1,2,12500000,2,Bhandup Mumbai,575
14642,Semi-Furnished,1,2,10000000,1,Bhandup Mumbai,422
14644,Furnished,1,2,9300000,1,Bhandup Mumbai,394
14645,Semi-Furnished,1,2,4200000,2,Bhandup Mumbai,720
14646,Unfurnished,1,2,8500000,1,Bhandup Mumbai,415
14647,Unfurnished,1,1,7200000,1,Bhandup Mumbai,340
14648,Furnished,1,2,14000000,2,Bhandup Mumbai,480
14649,Semi-Furnished,1,2,14100000,2,Bhandup Mumbai,650
14650,Furnished,1,3,24000000,3,Bhandup Mumbai,1056
14651,Furnished,1,2,14000000,2,Bhandup Mumbai,720
14652,Unfurnished,1,1,6300000,1,Bhandup Mumbai,330
14653,Semi-Furnished,1,2,16500000,2,Bhandup Mumbai,720
14654,Semi-Furnished,1,1,7000000,1,Bhandup Mumbai,538
14655,Unfurnished,1,1,7230000,1,Bhandup Mumbai,720
14656,Unfurnished,1,2,8000000,1,Bhandup Mumbai,420
14657,Unfurnished,1,1,9500000,1,Bhandup Mumbai,475
14658,Furnished,1,2,14500000,2,Bhandup Mumbai,650
14659,Unfurnished,1,2,8600000,1,Bhandup Mumbai,370
14660,Furnished,1,2,11000000,2,Bhandup Mumbai,500
14661,Unfurnished,1,1,8950000,1,Bhandup Mumbai,349
14662,Unfurnished,1,1,6900000,1,Bhandup Mumbai,310
14663,Unfurnished,1,2,8200000,1,Bhandup Mumbai,435
14664,Unfurnished,1,2,6100000,1,Bhandup Mumbai,310
14665,Furnished,1,2,9000000,1,Bhandup Mumbai,470
14666,Semi-Furnished,1,1,4200000,1,Bhandup Mumbai,720
14667,Unfurnished,1,2,12000000,1,Bhandup Mumbai,475
14669,Semi-Furnished,1,2,23000000,3,Bhandup Mumbai,950
14670,Furnished,2,4,24800000,4,Bhandup Mumbai,1250
14672,Unfurnished,1,2,11200000,1,Bhandup Mumbai,450
14673,Furnished,1,2,16000000,2,Bhandup Mumbai,700
14674,Unfurnished,1,1,11000000,1,Bhandup Mumbai,600
14675,Furnished,1,3,25000000,3,Bhandup Mumbai,720
14676,Semi-Furnished,1,2,15000000,2,Bhandup Mumbai,720
14678,Furnished,1,2,10500000,1,Bhandup Mumbai,450
14679,Furnished,1,1,9500000,1,Bhandup Mumbai,720
14680,Unfurnished,1,1,6200000,1,Bhandup Mumbai,325
14681,Unfurnished,1,2,13500000,2,Bhandup Mumbai,606
14682,Unfurnished,1,1,6000000,1,Bhandup Mumbai,350
14683,Semi-Furnished,1,1,3500000,1,Bhandup Mumbai,720
14684,Unfurnished,1,2,14000000,2,Bhandup Mumbai,567
14685,Unfurnished,1,2,15000000,2,Bhandup Mumbai,885
14686,Unfurnished,1,1,9500000,1,Bhandup Mumbai,520
14687,Semi-Furnished,1,2,8600000,1,Bhandup Mumbai,410
14688,Semi-Furnished,1,1,7300000,1,Bhandup Mumbai,350
14689,Semi-Furnished,1,2,16200000,2,Bhandup Mumbai,623
14691,Unfurnished,1,1,8000000,1,Bhandup Mumbai,350
14693,Furnished,1,1,14200000,1,Bhandup Mumbai,750
14694,Semi-Furnished,1,2,17500000,2,Bhandup Mumbai,948
14696,Furnished,1,2,7500000,1,Bhandup Mumbai,349
14697,Unfurnished,1,2,8000000,1,Bhandup Mumbai,350
14698,Semi-Furnished,1,1,13700000,2,Bhandup Mumbai,720
14699,Unfurnished,1,2,14500000,2,Bhandup Mumbai,655
14700,Semi-Furnished,1,2,22500000,3,Bhandup Mumbai,720
14701,Semi-Furnished,1,1,9000000,1,Bhandup Mumbai,720
14703,Unfurnished,1,2,16000000,2,Bhandup Mumbai,680
14704,Unfurnished,1,2,11000000,1,Bhandup Mumbai,570
14705,Furnished,1,2,8500000,2,Bhandup Mumbai,520
14706,Semi-Furnished,1,2,11000000,2,Bhandup Mumbai,547
14707,Furnished,1,2,13000000,2,Bhandup Mumbai,581
14708,Semi-Furnished,1,2,8400000,1,Bhandup Mumbai,410
14709,Semi-Furnished,1,1,11000000,2,Bhandup Mumbai,700
14710,Unfurnished,1,1,7500000,1,Bhandup Mumbai,430
14711,Furnished,1,2,13000000,2,Bhandup Mumbai,720
14712,Furnished,1,2,19000000,2,Bhandup Mumbai,761
14713,Semi-Furnished,1,2,10500000,1,Bhandup Mumbai,480
14714,Semi-Furnished,1,2,12500000,2,Bhandup Mumbai,646
14716,Semi-Furnished,1,2,9700000,1,Bhandup Mumbai,720
14717,Unfurnished,1,2,10000000,1,Bhandup Mumbai,720
14718,Semi-Furnished,1,2,12500000,2,Bhandup Mumbai,720
14719,Unfurnished,1,2,12500000,2,Bhandup Mumbai,580
14720,Unfurnished,1,2,9800000,1,Bhandup Mumbai,470
14721,Unfurnished,1,2,11000000,1,Bhandup Mumbai,650
14722,Semi-Furnished,1,1,6800000,1,Bhandup Mumbai,380
14723,Semi-Furnished,1,1,12000000,2,Bhandup Mumbai,730
14724,Semi-Furnished,1,1,11000000,1,Bhandup Mumbai,720
14726,Unfurnished,1,1,8500000,1,Bhandup Mumbai,470
14727,Unfurnished,1,1,3600000,1,Bhandup Mumbai,720
14728,Furnished,1,2,10000000,1,Bhandup Mumbai,450
14729,Unfurnished,1,1,8000000,1,Bhandup Mumbai,720
14730,Unfurnished,1,2,10500000,1,Bhandup Mumbai,465
14731,Semi-Furnished,1,1,7500000,1,Bhandup Mumbai,472
14732,Unfurnished,1,1,2400000,1,Bhandup Navi Mumbai,400
14733,Semi-Furnished,1,1,7100000,1,Bhandup Mumbai,340
14734,Unfurnished,1,3,18500000,3,Bhandup Mumbai,720
14735,Unfurnished,1,2,10500000,1,Bhandup Mumbai,720
14736,Furnished,1,3,25000000,3,Bhandup Mumbai,1080
14737,Semi-Furnished,1,2,15500000,2,Bhandup Mumbai,700
14738,Unfurnished,1,1,7000000,1,Bhandup Mumbai,349
14739,Unfurnished,1,1,2000000,1,Bhandup Mumbai,720
14740,Unfurnished,1,2,14200000,2,Bhandup Mumbai,745
14741,Unfurnished,1,2,12000000,2,Bhandup Mumbai,720
14743,Furnished,2,3,29000000,3,Bhandup Mumbai,1113
14744,Unfurnished,1,2,20000000,2,Bhandup Mumbai,720
14745,Unfurnished,1,1,10000000,1,Bhandup Mumbai,720
14746,Semi-Furnished,1,2,10600000,1,Bhandup Mumbai,720
14747,Semi-Furnished,1,2,11000000,1,Bhandup Mumbai,720
14748,Semi-Furnished,1,2,12000000,2,Bhandup Mumbai,550
14749,Unfurnished,1,2,8500000,1,Bhandup Mumbai,415
14750,Semi-Furnished,1,1,5200000,1,Bhandup Mumbai,720
14751,Unfurnished,1,2,14000000,2,Bhandup Mumbai,657
14752,Unfurnished,1,2,20000000,3,Bhandup Mumbai,885
14753,Unfurnished,1,1,6000000,1,Bhandup Mumbai,720
14754,Unfurnished,1,2,13200000,2,Bhandup Mumbai,577
14756,Unfurnished,1,1,9000000,1,Bhandup Mumbai,720
14758,Unfurnished,1,1,1200000,1,Bhandup Mumbai,720
14759,Unfurnished,1,2,17500000,2,Bhandup Mumbai,900
14761,Semi-Furnished,1,3,15500000,3,Bhandup Mumbai,815
14762,Furnished,1,2,10500000,1,Bhandup Mumbai,464
14763,Furnished,1,2,15900000,3,Bhandup Mumbai,805
14764,Semi-Furnished,2,3,38000000,3,Bhandup Mumbai,1151
14765,Semi-Furnished,1,2,19500000,2,Bhandup Mumbai,768
14766,Semi-Furnished,1,2,13800000,2,Bhandup Mumbai,660
14767,Unfurnished,1,2,26700000,3,Bhandup Mumbai,1100
14768,Unfurnished,1,2,15400000,2,Bhandup Mumbai,685
14769,Semi-Furnished,1,3,25800000,3,Bhandup Mumbai,1180
14770,Semi-Furnished,1,2,11000000,1,Bhandup Mumbai,505
14771,Unfurnished,1,2,15400000,2,Bhandup Mumbai,685
14772,Semi-Furnished,1,2,23000000,2,Bhandup Mumbai,695
14773,Unfurnished,1,2,9700000,1,Bhandup Mumbai,465
14774,Unfurnished,1,2,8800000,1,Bhandup Mumbai,419
14775,Unfurnished,1,2,17800000,2,Bhandup Mumbai,720
14776,Unfurnished,1,3,20000000,3,Bhandup Mumbai,1050
14777,Semi-Furnished,1,2,15200000,2,Bhandup Mumbai,685
14778,Unfurnished,1,2,15000000,2,Bhandup Mumbai,630
14779,Unfurnished,1,2,8800000,1,Bhandup Mumbai,465
14780,Unfurnished,1,1,8800000,1,Bhandup Mumbai,423
14781,Semi-Furnished,1,2,16000000,2,Bhandup Mumbai,705
14782,Unfurnished,1,2,11400000,1,Bhandup Mumbai,403
14783,Unfurnished,1,2,9200000,1,Bhandup Mumbai,400
14784,Furnished,1,3,24000000,3,Bhandup Mumbai,1809
14785,Semi-Furnished,1,3,26500000,3,Bhandup Mumbai,1020
14786,Unfurnished,1,2,21300000,2,Bhandup Mumbai,673
14787,Semi-Furnished,1,2,19500000,2,Bhandup Mumbai,768
14788,Unfurnished,1,2,11000000,1,Bhandup Mumbai,720
14789,Unfurnished,1,1,7100000,1,Bhandup Mumbai,330
14790,Unfurnished,1,2,14500000,2,Bhandup Mumbai,1245
14791,Unfurnished,1,2,8000000,1,Bhandup Mumbai,450
14792,Semi-Furnished,1,2,9400000,1,Bhandup Mumbai,450
14793,Unfurnished,1,2,7260000,1,Bhandup Mumbai,415
14794,Semi-Furnished,2,3,27000000,3,Bhandup Mumbai,940
14795,Semi-Furnished,2,3,26000000,3,Bhandup Mumbai,940
14796,Unfurnished,1,2,20500000,2,Bhandup Mumbai,802
14797,Unfurnished,3,3,23000000,3,Bhandup Mumbai,980
14798,Unfurnished,1,2,5800000,1,Bhandup Mumbai,323
14799,Unfurnished,1,2,10800000,2,Bhandup Mumbai,577
14800,Unfurnished,1,2,9500000,1,Bhandup Mumbai,446
14801,Unfurnished,1,1,5700000,1,Bhandup Mumbai,311
14802,Unfurnished,1,2,12800000,2,Bhandup Mumbai,601
14803,Unfurnished,1,3,21500000,3,Bhandup Mumbai,1100
14804,Unfurnished,1,2,11900000,2,Bhandup Mumbai,601
14805,Unfurnished,1,2,11200000,1,Bhandup Mumbai,448
14806,Furnished,1,2,13500000,2,Bhandup Mumbai,575
14807,Unfurnished,1,2,9200000,1,Bhandup Mumbai,400
14808,Semi-Furnished,1,2,12500000,2,Bhandup Mumbai,550
14809,Unfurnished,1,2,17000000,2,Bhandup Mumbai,700
14810,Semi-Furnished,1,2,14500000,2,Bhandup Mumbai,546
14811,Unfurnished,1,2,10800000,1,Bhandup Mumbai,500
14812,Furnished,1,2,15500000,2,Bhandup Mumbai,623
14813,Semi-Furnished,1,2,9500000,1,Bhandup Mumbai,455
14814,Unfurnished,1,3,24400000,3,Bhandup Mumbai,1096
14815,Unfurnished,1,2,14300000,2,Bhandup Mumbai,602
14816,Unfurnished,1,2,10400000,1,Bhandup Mumbai,446
14817,Unfurnished,1,2,12700000,2,Bhandup Mumbai,623
14818,Unfurnished,1,2,6000000,1,Bhandup Mumbai,323
14819,Unfurnished,1,2,13000000,2,Bhandup Mumbai,527
14820,Unfurnished,1,2,13500000,2,Bhandup Mumbai,600
14821,Semi-Furnished,2,3,29000000,3,Bhandup Mumbai,1115
14822,Unfurnished,1,3,21000000,3,Bhandup Mumbai,850
14823,Unfurnished,1,1,11700000,1,Bhandup Mumbai,419
14825,Unfurnished,1,2,21000000,2,Bhandup Mumbai,805
14826,Unfurnished,1,2,20500000,2,Bhandup Mumbai,666
14827,Unfurnished,1,2,10400000,1,Bhandup Mumbai,446
14828,Unfurnished,1,3,22500000,3,Bhandup Mumbai,950
14829,Unfurnished,1,2,21800000,2,Bhandup Mumbai,743
14830,Unfurnished,1,2,22500000,2,Bhandup Mumbai,743
14831,Semi-Furnished,1,2,13000000,2,Bhandup Mumbai,900
14832,Unfurnished,2,2,9200000,1,Bhandup Mumbai,450
14833,Semi-Furnished,1,2,8000000,1,Bhandup Mumbai,377
14834,Semi-Furnished,1,1,9500000,1,Bhandup Mumbai,380
14835,Unfurnished,1,2,15400000,2,Bhandup Mumbai,685
14836,Unfurnished,1,2,19600000,2,Bhandup Mumbai,807
14837,Unfurnished,2,3,27000000,3,Bhandup Mumbai,940
14838,Unfurnished,1,2,11500000,1,Bhandup Mumbai,498
14839,Semi-Furnished,1,2,14000000,2,Bhandup Mumbai,606
14840,Unfurnished,1,2,8900000,1,Bhandup Mumbai,441
14841,Unfurnished,1,2,22000000,2,Bhandup Mumbai,775
14842,Unfurnished,1,2,20000000,2,Bhandup Mumbai,851
14843,Unfurnished,1,2,9200000,1,Bhandup Mumbai,401
14844,Semi-Furnished,1,2,8400000,1,Bhandup Mumbai,720
14845,Unfurnished,2,3,24500000,3,Bhandup Mumbai,1080
14846,Unfurnished,1,2,21700000,2,Bhandup Mumbai,684
14847,Unfurnished,1,3,40000000,3,Bhandup Mumbai,1053
14848,Semi-Furnished,1,2,19800000,2,Bhandup Mumbai,810
14849,Unfurnished,1,2,6300000,1,Bhandup Mumbai,368
14850,Unfurnished,1,1,9200000,1,Bhandup Mumbai,432
14851,Unfurnished,1,2,7250000,1,Bhandup Mumbai,317
14852,Semi-Furnished,1,2,15500000,2,Bhandup Mumbai,729
14853,Furnished,1,2,21200000,2,Bhandup Mumbai,760
14854,Semi-Furnished,1,2,15400000,2,Bhandup Mumbai,700
14855,Unfurnished,1,2,12500000,2,Bhandup Mumbai,610
14856,Semi-Furnished,1,2,8900000,1,Bhandup Mumbai,720
14857,Unfurnished,1,2,9500000,1,Bhandup Mumbai,360
14858,Semi-Furnished,1,2,12500000,2,Bhandup Mumbai,640
14859,Unfurnished,1,2,9700000,1,Bhandup Mumbai,330
14860,Unfurnished,1,2,11100000,1,Bhandup Mumbai,465
14861,Semi-Furnished,1,2,10200000,2,Bhandup Mumbai,600
14862,Semi-Furnished,1,2,20000000,2,Bhandup Mumbai,900
14863,Unfurnished,1,2,7890000,1,Bhandup Mumbai,400
14864,Unfurnished,1,2,16200000,1,Bhandup Mumbai,536
14865,Semi-Furnished,1,2,19200000,2,Bhandup Mumbai,768
14866,Unfurnished,1,2,8500000,1,Bhandup Mumbai,330
14867,Unfurnished,1,2,8500000,1,Bhandup Mumbai,330
14868,Semi-Furnished,1,3,28000000,3,Bhandup Mumbai,890
14869,Semi-Furnished,1,3,28000000,3,Bhandup Mumbai,1100
14870,Unfurnished,1,2,18000000,2,Bhandup Mumbai,692
14871,Semi-Furnished,1,2,11100000,1,Bhandup Mumbai,360
14872,Semi-Furnished,1,2,11000000,1,Bhandup Mumbai,720
14873,Semi-Furnished,1,1,1500000,1,Bhandup Mumbai,720
14874,Unfurnished,1,1,8500000,1,Bhandup Mumbai,720
14876,Semi-Furnished,1,2,18000000,1,Bhandup Mumbai,720
14877,Semi-Furnished,1,1,4700000,1,Bhandup Mumbai,720
14878,Unfurnished,1,2,12000000,2,Bhandup Mumbai,580
14879,Unfurnished,1,2,14500000,2,Bhandup Mumbai,720
14880,Furnished,1,2,14000000,2,Bhandup Mumbai,670
14881,Furnished,1,1,10000000,1,Bhandup Mumbai,720
14882,Furnished,1,1,8500000,1,Bhandup Mumbai,720
14883,Semi-Furnished,1,1,8000000,1,Bhandup Mumbai,720
14884,Semi-Furnished,1,2,9500000,1,Bhandup Mumbai,465
14885,Unfurnished,1,1,7200000,1,Bhandup Mumbai,720
14886,Semi-Furnished,1,2,10000000,1,Bhandup Mumbai,720
14887,Furnished,1,1,9500000,1,Bhandup Mumbai,720
14888,Furnished,1,1,8500000,1,Bhandup Mumbai,720
14890,Semi-Furnished,1,1,9000000,1,Bhandup Mumbai,419
14891,Semi-Furnished,1,1,7200000,1,Bhandup Mumbai,720
14892,Unfurnished,1,2,9000000,1,Bhandup Mumbai,415
14893,Semi-Furnished,1,1,24000000,3,Bhandup Mumbai,1098
14894,Unfurnished,1,2,8500000,1,Bhandup Mumbai,475
14897,Semi-Furnished,1,2,12800000,3,Bhandup Mumbai,720
14898,Furnished,1,1,7600000,1,Bhandup Mumbai,720
14899,Unfurnished,1,2,4500000,2,Bhandup Mumbai,580
14900,Unfurnished,1,1,1600000,1,Bhandup Mumbai,720
14901,Unfurnished,1,2,9500000,1,Bhandup Mumbai,430
14903,Unfurnished,1,1,6900000,1,Bhandup Mumbai,720
14904,Unfurnished,1,2,8500000,1,Bhandup Mumbai,720
14905,Unfurnished,1,2,4300000,1,Bhandup Mumbai,720
14906,Unfurnished,1,2,19000000,2,Bhandup Mumbai,720
14907,Furnished,1,1,2900000,1,Bhandup Mumbai,720
14908,Semi-Furnished,1,2,16000000,2,Bhandup Mumbai,720
14909,Semi-Furnished,1,2,15000000,2,Bhandup Mumbai,750
14910,Unfurnished,1,1,7500000,1,Bhandup Mumbai,720
14911,Unfurnished,1,2,14000000,2,Bhandup Mumbai,720
14912,Unfurnished,1,2,14000000,2,Bhandup Mumbai,720
