,furnishing,parking,bath,price,size,loc,sqft
0,Semi-Furnished,1,2,18000000,2,Andheri East Mumbai,682
1,Furnished,1,2,20000000,2,Andheri East Mumbai,670
2,Furnished,1,4,52500000,4,Andheri East Mumbai,1499
3,Semi-Furnished,1,1,9500000,1,Andheri East Mumbai,430
4,Unfurnished,1,3,27000000,3,Andheri East Mumbai,900
5,Furnished,1,2,23500000,2,Andheri East Mumbai,700
7,Semi-Furnished,1,2,17000000,2,Andheri East Mumbai,630
8,Furnished,1,2,13500000,1,Andheri East Mumbai,720
10,Unfurnished,1,2,13500000,1,Andheri East Mumbai,486
12,Unfurnished,1,2,18500000,2,Andheri East Mumbai,827
13,Furnished,1,2,18900000,2,Andheri East Mumbai,720
14,Semi-Furnished,1,2,14500000,1,Andheri East Mumbai,412
15,Furnished,1,2,25500000,2,Andheri East Mumbai,720
16,Furnished,1,2,15500000,2,Andheri East Mumbai,720
17,Furnished,1,2,21000000,3,Andheri East Mumbai,950
18,Furnished,1,2,30000000,2,Andheri East Mumbai,720
19,Unfurnished,1,2,8000000,4,Andheri East Mumbai,500
20,Unfurnished,1,3,23500000,3,Andheri East Mumbai,850
21,Furnished,1,1,8000000,1,Andheri East Mumbai,720
22,Semi-Furnished,1,2,18500000,1,Andheri East Mumbai,620
23,Unfurnished,1,3,27000000,3,Andheri East Mumbai,1100
24,Semi-Furnished,1,2,21000000,2,Andheri East Mumbai,1105
25,Semi-Furnished,1,2,18500000,2,Andheri East Mumbai,640
26,Semi-Furnished,3,4,37000000,4,Andheri East Mumbai,720
27,Semi-Furnished,1,2,12500000,1,Andheri East Mumbai,450
28,Semi-Furnished,2,2,18500000,2,Andheri East Mumbai,750
29,Semi-Furnished,1,2,26000000,2,Andheri East Mumbai,800
30,Furnished,1,2,29500000,3,Andheri East Mumbai,889
31,Semi-Furnished,1,2,27000000,2,Andheri East Mumbai,743
32,Semi-Furnished,1,2,15000000,2,Andheri East Mumbai,630
33,Unfurnished,1,1,12500000,1,Andheri East Mumbai,470
34,Unfurnished,1,1,13500000,1,Andheri East Mumbai,720
35,Unfurnished,1,2,24500000,2,Andheri East Mumbai,760
36,Unfurnished,1,2,11000000,1,Andheri East Mumbai,380
37,Semi-Furnished,1,2,21000000,2,Andheri East Mumbai,720
38,Unfurnished,1,1,6900000,1,Andheri East Mumbai,325
39,Semi-Furnished,1,1,15500000,2,Andheri East Mumbai,572
41,Furnished,1,2,19000000,2,Andheri East Mumbai,650
42,Furnished,1,2,20000000,2,Andheri East Mumbai,710
43,Semi-Furnished,1,2,16000000,2,Andheri East Mumbai,500
44,Semi-Furnished,1,1,12000000,2,Andheri East Mumbai,720
45,Furnished,1,2,20000000,2,Andheri East Mumbai,675
46,Unfurnished,1,3,19000000,3,Andheri East Mumbai,1040
47,Unfurnished,1,3,37500000,3,Andheri East Mumbai,1325
48,Semi-Furnished,1,4,23500000,3,Andheri East Mumbai,850
49,Semi-Furnished,1,3,22500000,3,Andheri East Mumbai,1200
50,Unfurnished,2,3,38700000,3,Andheri East Mumbai,1226
52,Semi-Furnished,1,2,17000000,2,Andheri East Mumbai,720
53,Semi-Furnished,1,2,31500000,2,Andheri East Mumbai,720
54,Furnished,1,2,19000000,2,Andheri East Mumbai,925
55,Furnished,1,2,14000000,1,Andheri East Mumbai,525
56,Semi-Furnished,1,2,16200000,2,Andheri East Mumbai,533
57,Semi-Furnished,1,2,14000000,1,Andheri East Mumbai,490
58,Semi-Furnished,1,2,27200000,2,Andheri East Mumbai,818
59,Semi-Furnished,1,2,19500000,2,Andheri East Mumbai,720
60,Furnished,1,2,17000000,2,Andheri East Mumbai,720
61,Furnished,1,3,45500000,3,Andheri East Mumbai,1050
62,Unfurnished,1,1,8000000,1,Andheri East Mumbai,430
64,Semi-Furnished,1,2,12000000,1,Andheri East Mumbai,720
65,Furnished,1,2,15500000,2,Andheri East Mumbai,700
66,Semi-Furnished,1,2,15500000,1,Andheri East Mumbai,600
67,Furnished,1,2,19900000,2,Andheri East Mumbai,807
68,Semi-Furnished,1,2,22500000,2,Andheri East Mumbai,720
69,Furnished,1,2,25000000,2,Andheri East Mumbai,692
70,Furnished,1,1,9000000,1,Andheri East Mumbai,312
71,Semi-Furnished,1,1,9900000,1,Andheri East Mumbai,464
72,Unfurnished,1,3,24000000,3,Andheri East Mumbai,1038
73,Furnished,1,3,45000000,4,Andheri East Mumbai,1400
74,Unfurnished,1,2,13500000,2,Andheri East Mumbai,720
75,Furnished,1,2,18000000,2,Andheri East Mumbai,700
76,Furnished,1,1,10800000,1,Andheri East Mumbai,720
77,Unfurnished,2,1,13000000,1,Andheri East Mumbai,380
78,Unfurnished,1,2,9900000,2,Andheri East Mumbai,320
79,Unfurnished,1,2,12500000,1,Andheri East Mumbai,570
80,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
81,Furnished,1,2,19500000,2,Andheri East Mumbai,720
82,Unfurnished,1,2,14000000,2,Andheri East Mumbai,700
83,Semi-Furnished,1,2,11800000,2,Andheri East Mumbai,500
84,Furnished,1,4,21500000,3,Andheri East Mumbai,1300
85,Furnished,1,1,13000000,1,Andheri East Mumbai,525
86,Semi-Furnished,1,1,11500000,1,Andheri East Mumbai,720
87,Unfurnished,1,1,14000000,1,Andheri East Mumbai,390
88,Unfurnished,1,2,20000000,2,Andheri East Mumbai,720
89,Semi-Furnished,1,2,17000000,2,Andheri East Mumbai,690
90,Semi-Furnished,1,2,4800000,1,Andheri East Mumbai,365
91,Unfurnished,1,3,26100000,3,Andheri East Mumbai,720
92,Semi-Furnished,1,2,27000000,2,Andheri East Mumbai,720
93,Unfurnished,1,2,24500000,2,Andheri East Mumbai,720
94,Unfurnished,1,2,19000000,2,Andheri East Mumbai,640
95,Unfurnished,1,2,17000000,2,Andheri East Mumbai,548
96,Unfurnished,3,3,32500000,3,Andheri East Mumbai,1150
97,Unfurnished,1,1,10000000,1,Andheri East Mumbai,485
98,Furnished,1,2,16500000,1,Andheri East Mumbai,620
99,Furnished,2,2,26500000,2,Andheri East Mumbai,831
100,Semi-Furnished,1,2,12000000,1,Andheri East Mumbai,454
101,Furnished,1,2,36100000,2,Andheri East Mumbai,1060
102,Furnished,1,3,32500000,3,Andheri East Mumbai,1000
104,Semi-Furnished,1,2,18500000,2,Andheri East Mumbai,770
105,Furnished,1,2,14500000,2,Andheri East Mumbai,815
106,Furnished,1,3,27500000,3,Andheri East Mumbai,857
107,Furnished,2,1,12500000,1,Andheri East Mumbai,450
108,Unfurnished,1,2,17000000,2,Andheri East Mumbai,660
110,Unfurnished,1,1,18000000,2,Andheri East Mumbai,650
111,Furnished,1,2,15000000,1,Andheri East Mumbai,720
112,Furnished,1,2,21200000,2,Andheri East Mumbai,825
114,Furnished,1,2,13000000,1,Andheri East Mumbai,408
115,Furnished,1,1,11500000,2,Andheri East Mumbai,720
116,Furnished,1,2,18500000,2,Andheri East Mumbai,750
117,Semi-Furnished,1,1,20000000,2,Andheri East Mumbai,720
118,Semi-Furnished,1,2,13500000,1,Andheri East Mumbai,600
119,Unfurnished,1,1,3500000,1,Andheri East Mumbai,720
120,Unfurnished,1,1,12000000,1,Andheri East Mumbai,720
122,Unfurnished,1,2,9000000,1,Andheri East Mumbai,335
123,Semi-Furnished,1,2,19500000,2,Andheri East Mumbai,650
125,Furnished,1,3,28500000,3,Andheri East Mumbai,1050
126,Unfurnished,1,2,13500000,1,Andheri East Mumbai,451
127,Semi-Furnished,1,1,15000000,1,Andheri East Mumbai,510
128,Unfurnished,1,2,19000000,2,Andheri East Mumbai,780
129,Unfurnished,1,2,16700000,2,Andheri East Mumbai,682
131,Semi-Furnished,1,2,10600000,1,Andheri East Mumbai,720
132,Furnished,1,2,12500000,1,Andheri East Mumbai,720
133,Unfurnished,1,2,12500000,1,Andheri East Mumbai,450
134,Semi-Furnished,1,2,17500000,2,Andheri East Mumbai,640
135,Semi-Furnished,1,2,13000000,2,Andheri East Mumbai,510
136,Semi-Furnished,1,2,22000000,2,Andheri East Mumbai,675
137,Furnished,1,2,21000000,2,Andheri East Mumbai,850
138,Unfurnished,1,1,1100000,1,Andheri East Mumbai,720
139,Semi-Furnished,1,1,11000000,1,Andheri East Mumbai,477
140,Unfurnished,1,1,12500000,1,Andheri East Mumbai,450
141,Unfurnished,1,2,14000000,2,Andheri East Mumbai,565
142,Unfurnished,1,3,25000000,2,Andheri East Mumbai,776
143,Unfurnished,1,3,20500000,3,Andheri East Mumbai,900
144,Unfurnished,1,1,12000000,1,Andheri East Mumbai,500
145,Semi-Furnished,1,2,13000000,1,Andheri East Mumbai,720
146,Unfurnished,1,1,15900000,2,Andheri East Mumbai,660
147,Semi-Furnished,1,3,30000000,3,Andheri East Mumbai,1070
148,Unfurnished,1,1,16000000,1,Andheri East Mumbai,450
149,Semi-Furnished,1,2,18000000,2,Andheri East Mumbai,710
151,Semi-Furnished,1,2,12200000,1,Andheri East Mumbai,436
152,Unfurnished,1,3,36500000,3,Andheri East Mumbai,1050
153,Furnished,1,2,14500000,1,Andheri East Mumbai,490
154,Unfurnished,1,2,15700000,2,Andheri East Mumbai,660
155,Furnished,1,1,10000000,1,Andheri East Mumbai,565
156,Semi-Furnished,1,2,14000000,1,Andheri East Mumbai,435
157,Unfurnished,1,2,15500000,1,Andheri East Mumbai,482
158,Semi-Furnished,1,3,41500000,3,Andheri East Mumbai,1304
159,Unfurnished,1,1,10000000,1,Andheri East Mumbai,393
160,Unfurnished,1,1,13000000,1,Andheri East Mumbai,720
161,Semi-Furnished,1,1,8300000,1,Andheri East Mumbai,308
162,Semi-Furnished,1,2,21500000,2,Andheri East Mumbai,720
164,Furnished,1,1,10000000,1,Andheri East Mumbai,450
165,Unfurnished,2,2,24000000,2,Andheri East Mumbai,696
166,Unfurnished,1,1,13000000,1,Andheri East Mumbai,525
167,Semi-Furnished,1,2,24000000,2,Andheri East Mumbai,750
168,Unfurnished,1,2,8500000,1,Andheri East Mumbai,720
169,Furnished,1,2,27500000,2,Andheri East Mumbai,900
170,Semi-Furnished,1,2,22000000,2,Andheri East Mumbai,848
171,Semi-Furnished,1,2,16600000,2,Andheri East Mumbai,710
173,Unfurnished,1,1,8200000,1,Andheri East Mumbai,720
174,Furnished,1,2,22200000,2,Andheri East Mumbai,700
175,Semi-Furnished,1,2,13900000,2,Andheri East Mumbai,650
176,Furnished,1,2,13500000,1,Andheri East Mumbai,720
179,Furnished,1,2,20000000,2,Andheri East Mumbai,720
180,Unfurnished,1,2,13200000,1,Andheri East Mumbai,472
181,Unfurnished,2,2,32500000,2,Andheri East Mumbai,720
182,Furnished,1,2,17000000,2,Andheri East Mumbai,727
183,Unfurnished,1,3,36000000,3,Andheri East Mumbai,720
184,Furnished,1,2,21000000,2,Andheri East Mumbai,682
185,Semi-Furnished,2,1,10000000,1,Andheri East Mumbai,720
186,Furnished,1,2,20000000,2,Andheri East Mumbai,680
187,Unfurnished,1,2,19700000,2,Andheri East Mumbai,786
188,Unfurnished,1,2,15500000,1,Andheri East Mumbai,470
189,Semi-Furnished,1,3,16900000,3,Andheri East Mumbai,720
191,Semi-Furnished,1,3,32000000,3,Andheri East Mumbai,1580
192,Furnished,1,1,13500000,2,Andheri East Mumbai,675
193,Semi-Furnished,1,2,22500000,3,Andheri East Mumbai,946
194,Unfurnished,1,3,44000000,2,Andheri East Mumbai,1500
195,Furnished,1,2,25000000,2,Andheri East Mumbai,724
196,Semi-Furnished,1,1,9500000,1,Andheri East Mumbai,400
197,Unfurnished,1,2,15000000,1,Andheri East Mumbai,424
198,Unfurnished,1,2,11000000,1,Andheri East Mumbai,550
199,Furnished,1,2,7000000,3,Andheri East Mumbai,703
200,Semi-Furnished,1,2,13500000,1,Andheri East Mumbai,462
201,Furnished,1,2,23000000,2,Andheri East Mumbai,720
202,Semi-Furnished,1,2,14000000,1,Andheri East Mumbai,467
203,Furnished,1,2,22900000,2,Andheri East Mumbai,720
204,Semi-Furnished,1,2,13500000,1,Andheri East Mumbai,490
205,Unfurnished,1,2,12500000,1,Andheri East Mumbai,424
206,Furnished,1,1,13500000,1,Andheri East Mumbai,350
207,Semi-Furnished,1,1,9800000,1,Andheri East Mumbai,450
208,Semi-Furnished,1,3,30000000,3,Andheri East Mumbai,1100
210,Semi-Furnished,1,2,22500000,2,Andheri East Mumbai,820
211,Unfurnished,1,2,18500000,2,Andheri East Mumbai,720
212,Semi-Furnished,1,2,15700000,2,Andheri East Mumbai,560
213,Furnished,1,2,22000000,2,Andheri East Mumbai,609
214,Semi-Furnished,1,3,40000000,3,Andheri East Mumbai,1050
217,Semi-Furnished,1,1,12500000,1,Andheri East Mumbai,720
218,Semi-Furnished,1,2,9000000,1,Andheri East Mumbai,395
220,Unfurnished,1,2,15000000,2,Andheri East Mumbai,660
221,Furnished,1,2,16500000,2,Andheri East Mumbai,700
222,Unfurnished,1,1,4000000,1,Andheri East Mumbai,720
223,Furnished,1,2,13900000,1,Andheri East Mumbai,460
224,Unfurnished,1,1,2000000,1,Andheri East Mumbai,720
225,Unfurnished,1,1,7690000,1,Andheri East Mumbai,720
226,Unfurnished,1,1,17000000,1,Andheri East Mumbai,613
227,Furnished,1,2,13900000,1,Andheri East Mumbai,720
228,Semi-Furnished,1,2,4000000,1,Andheri East Mumbai,720
229,Furnished,1,2,10800000,1,Andheri East Mumbai,450
230,Unfurnished,1,1,15000000,1,Andheri East Mumbai,720
231,Semi-Furnished,1,2,12000000,1,Andheri East Mumbai,550
232,Unfurnished,1,2,24000000,2,Andheri East Mumbai,687
233,Semi-Furnished,1,1,5500000,1,Andheri East Mumbai,720
234,Semi-Furnished,1,2,5100000,1,Andheri East Mumbai,720
235,Semi-Furnished,1,2,4000000,1,Andheri East Mumbai,500
237,Unfurnished,1,2,22500000,2,Andheri East Mumbai,800
239,Semi-Furnished,1,3,45300000,4,Andheri East Mumbai,1650
240,Semi-Furnished,1,2,14000000,2,Andheri East Mumbai,720
242,Unfurnished,1,3,12500000,3,Andheri East Nagpur,720
243,Semi-Furnished,1,2,28000000,2,Andheri East Mumbai,802
244,Semi-Furnished,1,2,10000000,1,Andheri East Mumbai,450
245,Unfurnished,1,2,22500000,2,Andheri East Mumbai,845
246,Furnished,1,2,45000000,2,Andheri East Mumbai,950
247,Furnished,1,2,11000000,1,Andheri East Mumbai,720
250,Semi-Furnished,1,2,23000000,2,Andheri East Mumbai,650
251,Furnished,1,2,21600000,3,Andheri East Mumbai,720
252,Semi-Furnished,1,1,12000000,1,Andheri East Mumbai,470
253,Furnished,1,4,48500000,4,Andheri East Mumbai,1560
254,Semi-Furnished,1,2,16000000,1,Andheri East Mumbai,396
255,Furnished,1,3,21000000,3,Andheri East Mumbai,1250
256,Unfurnished,1,2,24000000,3,Andheri East Mumbai,720
258,Unfurnished,1,1,14000000,1,Andheri East Mumbai,720
260,Unfurnished,1,2,12000000,1,Andheri East Mumbai,425
261,Unfurnished,1,2,19000000,2,Andheri East Mumbai,550
262,Semi-Furnished,1,3,23000000,3,Andheri East Mumbai,1200
263,Furnished,1,2,10900000,1,Andheri East Mumbai,430
264,Furnished,1,2,15000000,2,Andheri East Mumbai,600
265,Unfurnished,1,1,13500000,1,Andheri East Mumbai,361
266,Unfurnished,1,2,28500000,2,Andheri East Mumbai,1540
267,Semi-Furnished,1,1,18500000,1,Andheri East Mumbai,497
268,Unfurnished,1,2,9500000,1,Andheri East Mumbai,406
269,Semi-Furnished,2,2,9700000,1,Andheri East Mumbai,425
270,Semi-Furnished,1,2,23500000,2,Andheri East Mumbai,950
271,Furnished,1,3,30000000,3,Andheri East Mumbai,885
272,Furnished,1,2,13000000,2,Andheri East Mumbai,720
273,Unfurnished,2,2,15500000,2,Andheri East Mumbai,495
274,Semi-Furnished,1,3,27000000,2,Andheri East Mumbai,720
275,Unfurnished,1,2,11000000,1,Andheri East Mumbai,720
276,Semi-Furnished,1,2,13200000,1,Andheri East Mumbai,448
277,Unfurnished,1,2,16000000,1,Andheri East Mumbai,531
278,Semi-Furnished,2,4,35000000,4,Andheri East Mumbai,720
279,Unfurnished,1,1,10000000,1,Andheri East Mumbai,436
281,Unfurnished,1,2,15000000,1,Andheri East Mumbai,412
282,Furnished,1,2,19000000,2,Andheri East Mumbai,699
283,Unfurnished,1,2,15500000,2,Andheri East Mumbai,615
284,Semi-Furnished,1,2,15200000,2,Andheri East Mumbai,600
285,Unfurnished,1,3,56700000,3,Andheri East Mumbai,1657
286,Semi-Furnished,1,3,47100000,3,Andheri East Mumbai,1016
287,Unfurnished,1,2,23300000,3,Andheri East Mumbai,713
288,Semi-Furnished,1,4,60000000,3,Andheri East Mumbai,1500
289,Unfurnished,1,2,13500000,1,Andheri East Mumbai,440
290,Semi-Furnished,1,2,11600000,1,Andheri East Mumbai,424
291,Semi-Furnished,1,3,25000000,3,Andheri East Mumbai,904
292,Unfurnished,1,3,32500000,3,Andheri East Mumbai,1140
293,Unfurnished,1,2,18300000,2,Andheri East Mumbai,747
295,Unfurnished,2,3,35400000,3,Andheri East Mumbai,1076
296,Unfurnished,1,2,16000000,2,Andheri East Mumbai,650
297,Unfurnished,1,2,9600000,2,Andheri East Mumbai,425
298,Unfurnished,1,2,18500000,2,Andheri East Mumbai,665
299,Semi-Furnished,2,4,57000000,3,Andheri East Mumbai,1321
300,Unfurnished,1,3,32000000,3,Andheri East Mumbai,990
302,Unfurnished,1,3,22500000,3,Andheri East Mumbai,1062
303,Unfurnished,1,3,26000000,3,Andheri East Mumbai,940
304,Semi-Furnished,1,2,17100000,2,Andheri East Mumbai,690
305,Furnished,1,2,8630000,2,Andheri East Mumbai,425
306,Semi-Furnished,1,2,22000000,2,Andheri East Mumbai,720
307,Semi-Furnished,1,2,12300000,1,Andheri East Mumbai,508
308,Unfurnished,1,2,8700000,1,Andheri East Mumbai,399
309,Unfurnished,1,2,17000000,2,Andheri East Mumbai,613
310,Unfurnished,1,2,11600000,1,Andheri East Mumbai,435
311,Unfurnished,1,2,9500000,1,Andheri East Mumbai,450
312,Semi-Furnished,1,2,20500000,2,Andheri East Mumbai,620
313,Unfurnished,1,2,42500000,3,Andheri East Mumbai,720
314,Unfurnished,1,2,35500000,3,Andheri East Mumbai,865
315,Unfurnished,1,2,18000000,2,Andheri East Mumbai,540
316,Semi-Furnished,1,2,21000000,2,Andheri East Mumbai,850
317,Semi-Furnished,1,3,34500000,3,Andheri East Mumbai,990
318,Unfurnished,1,2,25500000,2,Andheri East Mumbai,840
319,Unfurnished,1,3,26500000,3,Andheri East Mumbai,1000
320,Unfurnished,2,3,36000000,3,Andheri East Mumbai,1060
322,Unfurnished,2,2,27500000,3,Andheri East Mumbai,860
323,Unfurnished,1,2,16000000,2,Andheri East Mumbai,615
324,Unfurnished,2,2,39000000,3,Andheri East Mumbai,970
325,Semi-Furnished,1,3,29000000,3,Andheri East Mumbai,967
326,Unfurnished,1,2,19000000,2,Andheri East Mumbai,826
327,Unfurnished,1,2,18700000,2,Andheri East Mumbai,680
328,Unfurnished,1,2,16500000,2,Andheri East Mumbai,675
330,Semi-Furnished,2,2,38000000,3,Andheri East Mumbai,863
331,Unfurnished,1,3,28000000,3,Andheri East Mumbai,913
332,Semi-Furnished,1,2,40500000,3,Andheri East Mumbai,950
333,Unfurnished,1,2,11500000,1,Andheri East Mumbai,550
334,Unfurnished,2,3,35000000,3,Andheri East Mumbai,1120
335,Semi-Furnished,2,4,70000000,4,Andheri East Mumbai,1714
337,Unfurnished,1,2,24000000,2,Andheri East Mumbai,860
338,Unfurnished,2,2,26500000,2,Andheri East Mumbai,800
339,Unfurnished,1,2,21800000,2,Andheri East Mumbai,618
340,Unfurnished,1,2,11900000,1,Andheri East Mumbai,508
341,Unfurnished,1,2,21500000,2,Andheri East Mumbai,700
342,Unfurnished,1,2,6850000,1,Andheri East Mumbai,325
343,Unfurnished,1,2,26500000,2,Andheri East Mumbai,726
344,Unfurnished,1,3,22000000,3,Andheri East Mumbai,745
345,Unfurnished,1,3,28000000,3,Andheri East Mumbai,840
346,Unfurnished,1,3,23000000,2,Andheri East Mumbai,740
347,Unfurnished,2,3,36500000,3,Andheri East Mumbai,1065
349,Unfurnished,1,2,20500000,2,Andheri East Mumbai,640
350,Unfurnished,2,2,14900000,2,Andheri East Mumbai,635
352,Unfurnished,1,2,13900000,1,Andheri East Mumbai,590
353,Unfurnished,1,2,14000000,2,Andheri East Mumbai,615
354,Semi-Furnished,1,2,18200000,2,Andheri East Mumbai,681
355,Unfurnished,1,2,17100000,2,Andheri East Mumbai,850
356,Semi-Furnished,1,2,37500000,3,Andheri East Mumbai,889
357,Unfurnished,1,3,31800000,3,Andheri East Mumbai,1076
358,Unfurnished,1,2,9930000,1,Andheri East Mumbai,424
359,Semi-Furnished,1,2,14900000,2,Andheri East Mumbai,615
360,Unfurnished,1,2,9900000,2,Andheri East Mumbai,572
361,Semi-Furnished,1,2,9700000,2,Andheri East Mumbai,464
362,Semi-Furnished,1,2,20000000,2,Andheri East Mumbai,720
363,Furnished,1,2,11600000,1,Andheri East Mumbai,424
364,Unfurnished,1,3,19500000,3,Andheri East Mumbai,900
365,Unfurnished,1,2,27800000,2,Andheri East Mumbai,823
366,Semi-Furnished,1,2,28000000,2,Andheri East Mumbai,810
367,Furnished,1,2,12000000,1,Andheri East Mumbai,424
368,Unfurnished,2,3,62500000,3,Andheri East Mumbai,1600
369,Unfurnished,1,2,18200000,2,Andheri East Mumbai,720
370,Unfurnished,1,2,11200000,1,Andheri East Mumbai,430
371,Semi-Furnished,1,2,11200000,1,Andheri East Mumbai,442
372,Unfurnished,1,1,11000000,1,Andheri East Mumbai,442
373,Unfurnished,1,3,59400000,3,Andheri East Mumbai,1321
374,Unfurnished,1,2,20800000,2,Andheri East Mumbai,618
377,Unfurnished,1,3,30000000,3,Andheri East Mumbai,840
379,Unfurnished,1,2,31000000,3,Andheri East Mumbai,1000
380,Semi-Furnished,2,3,50000000,4,Andheri East Mumbai,1510
381,Semi-Furnished,1,2,34400000,3,Andheri East Mumbai,900
382,Semi-Furnished,1,2,18500000,2,Andheri East Mumbai,618
383,Semi-Furnished,2,2,34000000,3,Andheri East Mumbai,985
384,Semi-Furnished,1,3,42500000,3,Andheri East Mumbai,1400
385,Unfurnished,1,3,23000000,3,Andheri East Mumbai,980
386,Unfurnished,2,2,25000000,2,Andheri East Mumbai,700
387,Unfurnished,1,2,17500000,2,Andheri East Mumbai,720
388,Semi-Furnished,1,4,70000000,4,Andheri East Mumbai,1750
389,Semi-Furnished,1,2,11000000,1,Andheri East Mumbai,450
390,Semi-Furnished,2,3,32600000,3,Andheri East Mumbai,1165
391,Unfurnished,1,2,14000000,1,Andheri East Mumbai,415
392,Furnished,1,2,11500000,1,Andheri East Mumbai,424
394,Unfurnished,2,3,23000000,3,Andheri East Mumbai,900
395,Unfurnished,1,2,6500000,1,Andheri East Mumbai,380
396,Unfurnished,1,2,32500000,2,Andheri East Mumbai,751
397,Unfurnished,1,2,8500000,1,Andheri East Mumbai,390
398,Unfurnished,1,2,9500000,1,Andheri East Mumbai,410
399,Unfurnished,1,2,22400000,2,Andheri East Mumbai,813
400,Unfurnished,1,1,15500000,1,Andheri East Mumbai,436
401,Unfurnished,2,3,36000000,3,Andheri East Mumbai,1120
402,Unfurnished,1,2,27000000,2,Andheri East Mumbai,751
403,Unfurnished,1,2,12300000,1,Andheri East Mumbai,444
404,Semi-Furnished,1,2,7900000,1,Andheri East Mumbai,400
405,Unfurnished,1,2,15000000,1,Andheri East Mumbai,720
406,Semi-Furnished,2,3,66900000,3,Andheri East Mumbai,1499
407,Semi-Furnished,1,2,11000000,2,Andheri East Mumbai,510
408,Unfurnished,1,2,39000000,3,Andheri East Mumbai,1200
409,Furnished,1,3,67500000,3,Andheri East Mumbai,1817
410,Furnished,1,3,27500000,3,Andheri East Mumbai,720
411,Unfurnished,1,1,12600000,1,Andheri East Mumbai,425
412,Unfurnished,1,1,10000000,1,Andheri East Mumbai,370
413,Unfurnished,2,3,50000000,3,Andheri East Mumbai,1381
414,Unfurnished,1,1,5000000,1,Andheri East Mumbai,340
415,Unfurnished,1,2,15400000,2,Andheri East Mumbai,720
416,Semi-Furnished,1,2,28000000,2,Andheri East Mumbai,773
417,Furnished,1,2,25000000,2,Andheri East Mumbai,750
418,Semi-Furnished,1,3,23000000,3,Andheri East Mumbai,900
420,Semi-Furnished,1,2,40000000,3,Andheri East Mumbai,880
421,Semi-Furnished,1,2,10300000,1,Andheri East Mumbai,440
422,Unfurnished,1,2,14500000,1,Andheri East Mumbai,439
423,Unfurnished,1,2,21000000,2,Andheri East Mumbai,646
425,Unfurnished,2,3,35500000,3,Andheri East Mumbai,1065
426,Unfurnished,1,2,19000000,2,Andheri East Mumbai,690
427,Unfurnished,1,2,13700000,1,Andheri East Mumbai,425
428,Semi-Furnished,1,2,11500000,1,Andheri East Mumbai,380
429,Unfurnished,1,2,18500000,2,Andheri East Mumbai,685
430,Unfurnished,1,2,21000000,2,Andheri East Mumbai,750
431,Semi-Furnished,1,2,16500000,2,Andheri East Mumbai,650
432,Semi-Furnished,1,2,11500000,1,Andheri East Mumbai,428
433,Unfurnished,1,2,15900000,2,Andheri East Mumbai,657
435,Unfurnished,1,1,9500000,1,Andheri East Mumbai,380
436,Furnished,1,2,22000000,2,Andheri East Mumbai,750
437,Unfurnished,1,2,22000000,2,Andheri East Mumbai,707
438,Semi-Furnished,1,2,15000000,2,Andheri East Mumbai,500
439,Unfurnished,1,3,36500000,3,Andheri East Mumbai,720
440,Unfurnished,1,2,22000000,2,Andheri East Mumbai,700
443,Unfurnished,1,2,10900000,1,Andheri East Mumbai,425
445,Unfurnished,1,3,53200000,3,Andheri East Mumbai,1395
446,Unfurnished,2,3,32800000,3,Andheri East Mumbai,992
447,Unfurnished,1,1,8200000,1,Andheri East Mumbai,421
448,Unfurnished,1,2,22200000,2,Andheri East Mumbai,793
449,Semi-Furnished,1,2,7000000,1,Andheri East Mumbai,307
450,Unfurnished,1,4,50000000,4,Andheri East Mumbai,1379
451,Unfurnished,1,2,11500000,1,Andheri East Mumbai,415
452,Unfurnished,1,2,19100000,2,Andheri East Mumbai,705
453,Furnished,1,2,17500000,2,Andheri East Mumbai,620
454,Unfurnished,1,2,16600000,1,Andheri East Mumbai,450
455,Unfurnished,1,2,16400000,2,Andheri East Mumbai,699
456,Unfurnished,1,2,18900000,2,Andheri East Mumbai,685
457,Unfurnished,1,2,18800000,2,Andheri East Mumbai,845
458,Semi-Furnished,1,2,19500000,2,Andheri East Mumbai,750
459,Furnished,1,1,13500000,1,Andheri East Mumbai,495
460,Semi-Furnished,1,2,21000000,2,Andheri East Mumbai,700
461,Unfurnished,1,2,14600000,1,Andheri East Mumbai,427
462,Semi-Furnished,3,4,48500000,3,Andheri East Mumbai,1321
463,Unfurnished,1,3,35000000,3,Andheri East Mumbai,1200
464,Unfurnished,1,3,31200000,3,Andheri East Mumbai,1000
465,Unfurnished,1,3,23500000,3,Andheri East Mumbai,807
466,Furnished,1,2,21100000,2,Andheri East Mumbai,720
467,Unfurnished,1,3,33000000,3,Andheri East Mumbai,1020
468,Unfurnished,2,4,60000000,3,Andheri East Mumbai,1520
469,Unfurnished,1,3,52500000,3,Andheri East Mumbai,1500
470,Furnished,1,2,17000000,2,Andheri East Mumbai,670
471,Unfurnished,1,2,11000000,1,Andheri East Mumbai,450
472,Semi-Furnished,1,2,11200000,1,Andheri East Mumbai,450
474,Furnished,1,2,21500000,2,Andheri East Mumbai,666
475,Semi-Furnished,1,2,20000000,2,Andheri East Mumbai,700
477,Furnished,1,3,22500000,3,Andheri East Mumbai,720
478,Semi-Furnished,1,2,11000000,1,Andheri East Mumbai,720
479,Unfurnished,1,2,19000000,1,Andheri East Mumbai,530
