zaroni,location,total_sqft,society,status,transaction,furnishing,parking,bath,price
1344,2 BHK Apartment for Sale in Andheri West Mumbai,780 sqft,Ocean View,Ready to Move,Resale,Semi-Furnished,2 Open,2,2.40 Cr 
1345,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,Sundervan Complex,Ready to Move,Resale,Semi-Furnished,1 Covered,3,3.20 Cr 
1346,2 BHK Apartment for Sale in Andheri West Mumbai,500 sqft,Pearl Regency,ConstructionPoss. by Jun '24,New Property,Unfurnished,,2,1.10 Cr 
1347,2 BHK Apartment for Sale in Andheri West Mumbai,748 sqft,Transcon Triumph Tower 4,ConstructionPoss. by Dec '27,New Property,Unfurnished,1 Covered,2,2.50 Cr 
1348,3 BHK Apartment for Sale in Andheri West Mumbai,1330 sqft,Vijay The Nest,Ready to Move,New Property,Unfurnished,1 Covered,3,4.70 Cr 
1349,3 BHK Apartment for Sale in Andheri West Mumbai,1250 sqft,Adani Western Heights,Ready to Move,Resale,Furnished,1 Covered,3,6 Cr 
1350,2 BHK Apartment for Sale in Andheri West Mumbai,900 sqft,Adani West Bay,ConstructionPoss. by Dec '26,New Property,Unfurnished,1 Covered,2,3.35 Cr 
1351,2 BHK Apartment for Sale in Andheri West Mumbai,850 sqft,Rustomjee Elita,Ready to Move,Resale,Semi-Furnished,1 Covered,2,4 Cr 
1352,2 BHK Apartment for Sale in Andheri West Mumbai,900 sqft,Pearl Heights,Ready to Move,Resale,Furnished,1 Covered,2,2.40 Cr 
1353,2 BHK Apartment for Sale in Andheri West Mumbai,808 sqft,Sheth 72 West,ConstructionPoss. by Dec '24,New Property,Unfurnished,1 Covered,2,3.19 Cr 
1354,2 BHK Apartment for Sale in Andheri West Mumbai,540 sqft,Pearl Regency,ConstructionPoss. by Aug '25,New Property,Unfurnished,1 Covered,2,1.45 Cr 
1355,1 BHK Apartment for Sale in Andheri West Mumbai,467 sqft,Paranjape Aspire,ConstructionPoss. by Mar '27,New Property,Unfurnished,"1 Covered,",2,1.25 Cr 
1356,4 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,DLH Sorrento,Ready to Move,Resale,Unfurnished,,4,3.50 Cr 
1357,3 BHK Apartment for Sale in Andheri West Mumbai,1522 sqft,Codename Westbay,ConstructionPoss. by Dec '26,New Property,Unfurnished,2 Covered,3,5.35 Cr 
1358,4 BHK Apartment for Sale in Andheri West Mumbai,1250 sqft,Adani Western Heights,Ready to Move,Resale,Furnished,1 Covered,4,6.75 Cr 
1359,3 BHK Apartment for Sale in Andheri West Mumbai,1550 sqft,Adani Western Heights,Ready to Move,New Property,Semi-Furnished,,3,3.40 Cr 
1360,2 BHK Apartment for Sale in Andheri West Mumbai,665 sqft,Platinum Life,ConstructionPoss. by Dec '25,New Property,Unfurnished,,2,2.93 Cr 
1361,2 BHK Apartment for Sale in Andheri West Mumbai,622 sqft,LEVEL The Residences,ConstructionPoss. by Dec '23,Resale,Unfurnished,,2,1.60 Cr 
1362,3 BHK Apartment for Sale in Andheri West Mumbai,1031 sqft,Kalpvriksh,ConstructionPoss. by Dec '23,New Property,Unfurnished,2 Covered,3,4.63 Cr 
1363,2 BHK Apartment for Sale in Andheri West Mumbai,700 sqft,Sunil Apartment,Ready to Move,New Property,Furnished,1 Open,2,2.35 Cr 
1364,3 BHK Apartment for Sale in Andheri West Mumbai,1065 sqft,Gurnani Palms,Ready to Move,New Property,Unfurnished,2 Covered,3,3.65 Cr 
1365,3 BHK Apartment for Sale in Andheri West Mumbai,1696 sqft,Rustomjee Elements,Ready to Move,New Property,Unfurnished,2 Covered,4,10 Cr 
1366,3 BHK Apartment for Sale in Andheri West Mumbai,1150 sqft,Green Heights,Ready to Move,Resale,Unfurnished,2 Covered,3,3 Cr 
1367,3 BHK Apartment for Sale in Andheri West Mumbai,1216 sqft,Codename Rare By Runwal,ConstructionPoss. by Jun '25,New Property,Unfurnished,1 Covered,3,4.55 Cr 
1368,4 BHK Apartment for Sale in Andheri West Mumbai,1600 sqft,Sterling CHS,Ready to Move,Resale,Furnished,,4,6.50 Cr 
1369,3 BHK Apartment for Sale in Andheri West Mumbai,950 sqft,Juhu Abhishek Chs Ltd,Ready to Move,Resale,Unfurnished,,3,3.50 Cr 
1370,2 BHK Apartment for Sale in Andheri West Mumbai,905 sqft,Adani Western Heights,Ready to Move,Resale,Semi-Furnished,,2,3.70 Cr 
1371,1 BHK Apartment for Sale in Andheri West Mumbai,305 sqft,Platinum Casa Millennia,ConstructionPoss. by Nov '23,New Property,Unfurnished,1 Covered,1,1.10 Cr 
1372,3 BHK Apartment for Sale in Andheri West Mumbai,1245 sqft,Runwal Elegante,Ready to Move,Resale,Unfurnished,2 Covered,4,6 Cr 
1373,3 BHK Apartment for Sale in Andheri West Mumbai,1120 sqft,Sheth 72 West,Ready to Move,New Property,Unfurnished,,4,3.85 Cr 
1374,3 BHK Apartment for Sale in Andheri West Mumbai,1150 sqft,DLH Orchid,Ready to Move,Resale,Semi-Furnished,,3,4.25 Cr 
1375,4 BHK Apartment for Sale in Andheri West Mumbai,3300 sqft,Windsor Grande Residences,Ready to Move,Resale,Semi-Furnished,2 Covered,5,11 Cr 
1376,2 BHK Apartment for Sale in Andheri West Mumbai,665 sqft,Platinum Life,ConstructionPoss. by Sep '23,New Property,Unfurnished,1 Covered,2,2.78 Cr 
1377,2 BHK Apartment for Sale in Andheri West Mumbai,665 sqft,Platinum Life,ConstructionPoss. by Dec '24,New Property,Unfurnished,1 Covered,2,2.79 Cr 
1378,3 BHK Apartment for Sale in Andheri West Mumbai,1200 sqft,Green Heights,Ready to Move,Resale,Unfurnished,,3,3 Cr 
1379,3 BHK Apartment for Sale in Andheri West Mumbai,805 sqft,Platinum Life,ConstructionPoss. by Sep '23,New Property,Unfurnished,"1 Covered,",3,3.09 Cr 
1380,3 BHK Apartment for Sale in Andheri West Mumbai,1300 sqft,Samarth Aangan,Ready to Move,Resale,Furnished,"1 Covered,",3,4.65 Cr 
1381,2 BHK Apartment for Sale in Andheri West Mumbai,780 sqft,Ashiyana Chs,Ready to Move,Resale,Semi-Furnished,1 Covered,3,2.80 Cr 
1382,2 BHK Apartment for Sale in Andheri West Mumbai,710 sqft,Bhairav Apartment,Ready to Move,Resale,Furnished,1 Covered,2,1.99 Cr 
1383,3 BHK Apartment for Sale in Andheri West Mumbai,1094 sqft,Naman Habitat,Ready to Move,New Property,Unfurnished,1 Covered,3,3.28 Cr 
1384,3 BHK Apartment for Sale in Andheri West Mumbai,990 sqft,Raheja Classique,Ready to Move,Resale,Semi-Furnished,1 Covered,3,5.80 Cr 
1385,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,Runwal Elegante,Ready to Move,New Property,Unfurnished,1 Covered,3,5.75 Cr 
1386,2 BHK Apartment for Sale in Andheri West Mumbai,823 sqft,,ConstructionPoss. by Dec '27,New Property,Unfurnished,1 Open,3,3.09 Cr 
1387,3 BHK Apartment for Sale in Andheri West Mumbai,1250 sqft,,Ready to Move,Resale,Unfurnished,,3,4.50 Cr 
1388,3 BHK Apartment for Sale in Andheri West Mumbai,1120 sqft,,Ready to Move,New Property,Semi-Furnished,1 Covered,3,3.63 Cr 
1389,3 BHK Apartment for Sale in Andheri West Mumbai,1000 sqft,,Ready to Move,Resale,Furnished,1 Covered,3,4.50 Cr 
1390,3 BHK Apartment for Sale in Andheri West Mumbai,1200 sqft,,Ready to Move,Resale,Semi-Furnished,1 Open,3,5 Cr 
1391,2 BHK Apartment for Sale in Andheri West Mumbai,740 sqft,,Ready to Move,Resale,Unfurnished,,2,1.65 Cr 
1392,1 BHK Apartment for Sale in Andheri West Mumbai,430 sqft,,Ready to Move,New Property,Semi-Furnished,1 Open,2,1.32 Cr 
1393,2 BHK Apartment for Sale in Andheri West Mumbai,655 sqft,,Ready to Move,Resale,Unfurnished,1 Covered,2,2.35 Cr 
1394,3 BHK Apartment for Sale in Andheri West Mumbai,1120 sqft,,Ready to Move,Resale,Unfurnished,2 Covered,3,3.60 Cr 
1395,3 BHK Apartment for Sale in Andheri West Mumbai,1000 sqft,,Ready to Move,Resale,Unfurnished,,3,3.10 Cr 
1396,2 BHK Apartment for Sale in Andheri West Mumbai,840 sqft,,Ready to Move,New Property,Unfurnished,1 Covered,2,2.45 Cr 
1397,3 BHK Apartment for Sale in Andheri West Mumbai,1250 sqft,,Ready to Move,New Property,Furnished,,3,4.25 Cr 
1398,2 BHK Apartment for Sale in Andheri West Mumbai,800 sqft,,Ready to Move,Resale,Unfurnished,1 Covered,2,3.15 Cr 
1399,1 BHK Apartment for Sale in Andheri West Mumbai,426 sqft,,Ready to Move,New Property,Unfurnished,,2,1.45 Cr 
1400,2 BHK Apartment for Sale in Andheri West Mumbai,713 sqft,Albela,Ready to Move,Resale,Unfurnished,,2,2.25 Cr 
1401,4 BHK Apartment for Sale in Andheri West Mumbai,2100 sqft,Ocean View,Ready to Move,Resale,Semi-Furnished,,4,7.25 Cr 
1402,2 BHK Apartment for Sale in Andheri West Mumbai,750 sqft,Prabhu Darshan,Ready to Move,Resale,Furnished,"1 Covered,",2,2.50 Cr 
1403,1 BHK Apartment for Sale in Andheri West Mumbai,,Divyam Heights,Ready to Move,Resale,Unfurnished,,2,1 Cr 
1404,1 BHK Apartment for Sale in Andheri West Mumbai,455 sqft,Platinum 53 West,ConstructionPoss. by Mar '24,New Property,Unfurnished,1 Covered,2,1.40 Cr 
1405,2 BHK Apartment for Sale in Andheri West Mumbai,793 sqft,Sheth 72 West,ConstructionPoss. by Dec '24,New Property,Unfurnished,,2,3 Cr 
1406,1 BHK Apartment for Sale in Andheri West Mumbai,309 sqft,Platinum Prive,ConstructionPoss. by Jun '26,New Property,Unfurnished,1 Covered,2,1.37 Cr 
1407,3 BHK Apartment for Sale in Andheri West Mumbai,1400 sqft,Rustomjee Elita,Ready to Move,Resale,Unfurnished,2 Covered,3,5.70 Cr 
1408,5 BHK Villa for Sale in Andheri West Mumbai,6000 sqft,Premium Towers,Ready to Move,Resale,Unfurnished,,5,25 Cr 
1409,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,DLH The Park Residences,Ready to Move,Resale,Unfurnished,,3,5 Cr 
1410,3 BHK Apartment for Sale in Andheri West Mumbai,1005 sqft,Sun Beam Aprtment,ConstructionPoss. by Dec '26,New Property,Unfurnished,1 Covered,3,2.80 Cr 
1411,2 BHK Apartment for Sale in Andheri West Mumbai,645 sqft,Transcon Triumph,ConstructionPoss. by Dec '24,New Property,Semi-Furnished,1 Covered,2,2.50 Cr 
1412,3 BHK Apartment for Sale in Andheri West Mumbai,3000 sqft,Adani Western Heights,Ready to Move,Resale,Unfurnished,2 Covered,3,4.70 Cr 
1413,3 BHK Apartment for Sale in Andheri West Mumbai,1452 sqft,Green Acres Apartment,Ready to Move,New Property,Furnished,,3,7 Cr 
1414,3 BHK Apartment for Sale in Andheri West Mumbai,10195 sqft,Runwal Elegante,Ready to Move,Resale,Unfurnished,,3,5 Cr 
1415,2 BHK Apartment for Sale in Andheri West Mumbai,783 sqft,Sheth 72 West,ConstructionPoss. by Mar '24,New Property,Unfurnished,1 Covered,2,2.95 Cr 
1416,4 BHK Apartment for Sale in Andheri West Mumbai,3050 sqft,Windsor Grande Residences,Ready to Move,Resale,Unfurnished,,4,16.50 Cr 
1417,3 BHK Apartment for Sale in Andheri West Mumbai,1400 sqft,Bharat Skyvistas,Ready to Move,Resale,Unfurnished,2 Covered,3,6.75 Cr 
1418,3 BHK Apartment for Sale in Andheri West Mumbai,1065 sqft,Gurnani Palms,Ready to Move,New Property,Unfurnished,2 Covered,3,3.55 Cr 
1419,3 BHK Apartment for Sale in Andheri West Mumbai,1851 sqft,Meghdoot Tower,Ready to Move,Resale,Semi-Furnished,,3,4.82 Cr 
1420,3 BHK Apartment for Sale in Andheri West Mumbai,,Jeevan Sapna Apartment,Ready to Move,Resale,Furnished,,3,4 Cr 
1421,3 BHK Apartment for Sale in Andheri West Mumbai,1150 sqft,DLH The Park Residences,Ready to Move,Resale,Unfurnished,2 Covered,3,4.85 Cr 
1422,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,Golden Rays,Ready to Move,Resale,Unfurnished,,3,4.50 Cr 
1423,1 BHK Apartment for Sale in Andheri West Mumbai,323 sqft,,ConstructionPoss. by Mar '25,New Property,Unfurnished,1 Open,2,75 Lac 
1424,2 BHK Apartment for Sale in Andheri West Mumbai,475 sqft,Chaitanya Shreyas,ConstructionPoss. by Jun '24,New Property,Unfurnished,"1 Covered,",2,1.30 Cr 
1425,2 BHK Apartment for Sale in Andheri West Mumbai,1330 sqft,,Ready to Move,New Property,Unfurnished,1 Covered,3,5.50 Cr 
1426,3 BHK Apartment for Sale in Andheri West Mumbai,950 sqft,Runwal Elegante,Ready to Move,New Property,Unfurnished,,3,5.25 Cr 
1427,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,,Ready to Move,Resale,Furnished,1 Open,3,4.80 Cr 
1428,2 BHK Apartment for Sale in Andheri West Mumbai,,Chitralekha HERRITAGE,Ready to Move,New Property,Semi-Furnished,,2,1.95 Cr 
1429,3 BHK Apartment for Sale in Andheri West Mumbai,960 sqft,Veena Crest,Ready to Move,Resale,Unfurnished,,3,3.45 Cr 
1430,2 BHK Apartment for Sale in Andheri West Mumbai,650 sqft,,Ready to Move,Resale,Furnished,,2,4 Cr 
1431,3 BHK Apartment for Sale in Andheri West Mumbai,851 sqft,,ConstructionPoss. by Oct '23,New Property,Unfurnished,1 Covered,3,2.70 Cr 
1432,2 BHK Apartment for Sale in Andheri West Mumbai,670 sqft,Flower Queen,Ready to Move,Resale,Semi-Furnished,1 Open,2,2.30 Cr 
1433,2 BHK Builder Floor for Sale in Andheri West Mumbai,727 sqft,,ConstructionPoss. by Aug '25,New Property,Unfurnished,,3,1.99 Cr 
1434,2 BHK Apartment for Sale in Andheri West Mumbai,970 sqft,,Ready to Move,Resale,Semi-Furnished,1 Open,2,3.80 Cr 
1435,2 BHK Apartment for Sale in Andheri West Mumbai,713 sqft,,ConstructionPoss. by Mar '24,Resale,Unfurnished,,2,1.99 Cr 
1436,1 BHK Apartment for Sale in Andheri West Mumbai,458 sqft,,Ready to Move,New Property,Unfurnished,"1 Covered,",2,1.30 Cr 
1437,2 BHK Apartment for Sale in Andheri West Mumbai,660 sqft,Acme Stadium View,Ready to Move,Resale,Unfurnished,,2,1.95 Cr 
1438,2 BHK Apartment for Sale in Andheri West Mumbai,682 sqft,,ConstructionPoss. by Jun '24,New Property,Semi-Furnished,,2,80 Lac 
1439,3 BHK Apartment for Sale in Andheri West Mumbai,1450 sqft,Bharat Sky Vistas Bluez,Ready to Move,Resale,Furnished,2 Covered,3,6.50 Cr 
1440,3 BHK Apartment for Sale in Andheri West Mumbai,2068 sqft,,Ready to Move,Resale,Furnished,3 Covered,4,5.75 Cr 
1441,2 BHK Apartment for Sale in Andheri West Mumbai,850 sqft,Oakland Park,Ready to Move,Resale,Furnished,,2,2.20 Cr 
1442,4 BHK Apartment for Sale in Andheri West Mumbai,3050 sqft,Windsor Grande Residences,Ready to Move,New Property,Unfurnished,2 Covered,4,14.50 Cr 
1443,2 BHK Apartment for Sale in Andheri West Mumbai,784 sqft,Naman Habitat,Ready to Move,New Property,Unfurnished,"5 Covered,",2,3.27 Cr 
1444,3 BHK Apartment for Sale in Andheri West Mumbai,870 sqft,,Ready to Move,Resale,Unfurnished,1 Open,2,2.05 Cr 
1445,2 BHK Penthouse for Sale in Andheri West Mumbai,850 sqft,,Ready to Move,Resale,Unfurnished,1 Open,2,2.60 Cr 
1446,2 BHK Apartment for Sale in Andheri West Mumbai,750 sqft,Evershine Cosmic,Ready to Move,Resale,Unfurnished,1 Covered,2,1.75 Cr 
1447,1 BHK Apartment for Sale in Andheri West Mumbai,410 sqft,Hetali Sagar,ConstructionPoss. by Oct '23,New Property,Unfurnished,1 Covered,2,1.50 Cr 
1448,2 BHK Apartment for Sale in Andheri West Mumbai,649 sqft,Transcon Triumph,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.91 Cr 
1449,3 BHK Apartment for Sale in Andheri West Mumbai,1328 sqft,,Ready to Move,New Property,Unfurnished,2 Covered,3,5.50 Cr 
1450,3 BHK Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Semi-Furnished,1 Open,3,3.25 Cr 
1451,3 BHK Apartment for Sale in Andheri West Mumbai,1605 sqft,,Ready to Move,New Property,Unfurnished,2 Covered,2,5.85 Cr 
1452,3 BHK Apartment for Sale in Andheri West Mumbai,,Runwal Elegante,Ready to Move,Resale,Unfurnished,3 Covered,3,6.70 Cr 
1453,1 BHK Apartment for Sale in Andheri West Mumbai,375 sqft,Chandiwala Pearl Harmony,ConstructionPoss. by Dec '23,New Property,Unfurnished,,2,94 Lac 
1454,3 BHK Apartment for Sale in Andheri West Mumbai,1216 sqft,Codename Rare By Runwal,ConstructionPoss. by Jun '26,New Property,Unfurnished,,4,4.25 Cr 
1455,3 BHK Apartment for Sale in Andheri West Mumbai,1080 sqft,Adani Western Heights,ConstructionPoss. by Jun '24,New Property,Furnished,1 Covered,2,6.49 Cr 
1456,2 BHK Apartment for Sale in Andheri West Mumbai,590 sqft,Platinum 53 West,ConstructionPoss. by May '25,New Property,Unfurnished,,2,1.74 Cr 
1457,3 BHK Apartment for Sale in Andheri West Mumbai,1606 sqft,Vijay The Nest,Ready to Move,Resale,Unfurnished,1 Covered,4,5.90 Cr 
1458,3 BHK Apartment for Sale in Andheri West Mumbai,1000 sqft,,Ready to Move,Resale,Unfurnished,1 Covered,3,3.12 Cr 
1459,1 BHK Apartment for Sale in Andheri West Mumbai,500 sqft,,Ready to Move,Resale,Semi-Furnished,,1,1.40 Cr 
1460,4 BHK Apartment for Sale in Andheri West Mumbai,1575 sqft,,Ready to Move,New Property,Unfurnished,,4,6.50 Cr 
1461,2 BHK Apartment for Sale in Andheri West Mumbai,700 sqft,Andheri Lokhandwala,Ready to Move,Resale,Unfurnished,1 Open,2,3.50 Cr 
1462,2 BHK Apartment for Sale in Andheri West Mumbai,823 sqft,Codename Westbay,ConstructionPoss. by Oct '26,New Property,Unfurnished,1 Covered,2,2.61 Cr 
1463,2 BHK Apartment for Sale in Andheri West Mumbai,665 sqft,Platinum Life,Ready to Move,New Property,Semi-Furnished,1 Covered,2,2.79 Cr 
1464,1 BHK Apartment for Sale in Andheri West Mumbai,435 sqft,,ConstructionPoss. by Dec '25,New Property,Unfurnished,,2,1.09 Cr 
1465,2 BHK Apartment for Sale in Andheri West Mumbai,,Samartha Deep,Ready to Move,Resale,Furnished,,2,3.20 Cr 
1466,1 BHK Apartment for Sale in Andheri West Mumbai,580 sqft,New Akash Ganga,Ready to Move,Resale,Furnished,,1,1.40 Cr 
1467,1 BHK Apartment for Sale in Andheri West Mumbai,500 sqft,Saranga Tower,Ready to Move,Resale,Semi-Furnished,,1,1.60 Cr 
1468,2 BHK Apartment for Sale in Andheri West Mumbai,620 sqft,Luxuria,ConstructionPoss. by Dec '25,New Property,Semi-Furnished,"1 Covered,",2,1.12 Cr 
1469,3 BHK Apartment for Sale in Andheri West Mumbai,1166 sqft,Adani Western Heights,Ready to Move,Resale,Furnished,,3,5.50 Cr 
1470,1 BHK Apartment for Sale in Andheri West Mumbai,305 sqft,Platinum Casa Millennia,ConstructionPoss. by Jun '23,New Property,Unfurnished,"1 Covered,",1,91 Lac 
1471,3 BHK Apartment for Sale in Andheri West Mumbai,1339 sqft,Tarapore Gardens,Ready to Move,Resale,Semi-Furnished,2 Open,3,4.69 Cr 
1472,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,,Ready to Move,Resale,Unfurnished,1 Covered,3,3.25 Cr 
1473,4 BHK Apartment for Sale in Andheri West Mumbai,1500 sqft,Millennium Court,Ready to Move,New Property,Unfurnished,2 Covered,4,4.70 Cr 
1474,2 BHK Apartment for Sale in Andheri West Mumbai,900 sqft,Oberoi Springs,Ready to Move,Resale,Unfurnished,,2,4.35 Cr 
1475,3 BHK Apartment for Sale in Andheri West Mumbai,,Runwal Elegante,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5 Cr 
1476,3 BHK Apartment for Sale in Andheri West Mumbai,910 sqft,Millennium Court,Ready to Move,Resale,Semi-Furnished,2 Covered,2,2.54 Cr 
1477,6 BHK Apartment for Sale in Andheri West Mumbai,2200 sqft,,Ready to Move,Resale,Unfurnished,,5,10 Cr 
1478,4 BHK Apartment for Sale in Andheri West Mumbai,2300 sqft,Windsor Grande Residences,Ready to Move,Resale,Unfurnished,,4,13 Cr 
1479,3 BHK Apartment for Sale in Andheri West Mumbai,1540 sqft,Premium Towers,Ready to Move,Resale,Furnished,"2 Covered,",3,5 Cr 
1480,2 BHK Apartment for Sale in Andheri West Mumbai,500 sqft,,Ready to Move,Resale,Semi-Furnished,1 Covered,2,1.85 Cr 
1481,3 BHK Apartment for Sale in Andheri West Mumbai,1000 sqft,Prathamesh Xanadu C wing Chs Ltd,Ready to Move,Resale,Furnished,1 Covered,3,2.75 Cr 
1482,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,Adani Western Heights,Ready to Move,New Property,Semi-Furnished,2 Covered,3,4.55 Cr 
1483,2 BHK Apartment for Sale in Andheri West Mumbai,1050 sqft,Sundervan Complex,Ready to Move,Resale,Furnished,1 Open,2,3.30 Cr 
1484,3 BHK Apartment for Sale in Andheri West Mumbai,1280 sqft,Garden Rose,Ready to Move,Resale,Unfurnished,,3,5 Cr 
1485,1 BHK Apartment for Sale in Andheri West Mumbai,450 sqft,,Ready to Move,Resale,Furnished,1 Covered,2,1.85 Cr 
1486,2 BHK Apartment for Sale in Andheri West Mumbai,807 sqft,Naman Habitat,ConstructionPoss. by Dec '23,New Property,Semi-Furnished,1 Covered,2,2.80 Cr 
1487,4 BHK Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Furnished,"1 Covered,",5,6.11 Cr 
1488,2 BHK Apartment for Sale in Andheri West Mumbai,800 sqft,Raheja Classique,Ready to Move,Resale,Semi-Furnished,1 Covered,3,3 Cr 
1489,2 BHK Apartment for Sale in Andheri West Mumbai,750 sqft,Evershine Cosmic,Ready to Move,Resale,Unfurnished,1 Covered,2,1.75 Cr 
1490,3 BHK Apartment for Sale in Andheri West Mumbai,,Gurnani Palms,Ready to Move,New Property,Unfurnished,2 Covered,3,3.65 Cr 
1491,5 BHK Apartment for Sale in Andheri West Mumbai,4500 sqft,Sorrento,Ready to Move,Resale,Semi-Furnished,7 Covered,5,16 Cr 
1492,3 BHK Apartment for Sale in Andheri West Mumbai,900 sqft,Pramukh Heights,Ready to Move,Resale,Semi-Furnished,1 Covered,3,3.10 Cr 
1493,3 BHK Apartment for Sale in Andheri West Mumbai,1170 sqft,,Ready to Move,Resale,Semi-Furnished,2 Covered,3,6.35 Cr 
1494,3 BHK Apartment for Sale in Andheri West Mumbai,1158 sqft,Adani Western Heights,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5.25 Cr 
1495,2 BHK Apartment for Sale in Andheri West Mumbai,700 sqft,,Ready to Move,Resale,Furnished,1 Open,2,2.25 Cr 
1496,3 BHK Apartment for Sale in Andheri West Mumbai,1210 sqft,Sheth 72 West,ConstructionPoss. by Jun '25,New Property,Unfurnished,,3,4.14 Cr 
1497,3 BHK Apartment for Sale in Andheri West Mumbai,1145 sqft,,Ready to Move,Resale,Unfurnished,2 Covered,3,6.50 Cr 
1498,3 BHK Apartment for Sale in Andheri West Mumbai,1300 sqft,Green Ville,Ready to Move,Resale,Furnished,,3,4.50 Cr 
1499,2 BHK Apartment for Sale in Andheri West Mumbai,769 sqft,Gem Paradise,Ready to Move,Resale,Unfurnished,1 Covered,2,2.45 Cr 
1500,3 BHK Apartment for Sale in Andheri West Mumbai,950 sqft,,Ready to Move,Resale,Furnished,1 Covered,3,3.50 Cr 
1501,3 BHK Apartment for Sale in Andheri West Mumbai,845 sqft,Madhuban Apartment,Ready to Move,Resale,Furnished,,3,2.90 Cr 
1502,2 BHK Apartment for Sale in Andheri West Mumbai,623 sqft,Amboli,Ready to Move,Resale,Semi-Furnished,,2,3.50 Cr 
1503,3 BHK Apartment for Sale in Andheri West Mumbai,805 sqft,Vighnaharta,Ready to Move,Resale,Semi-Furnished,1 Covered,3,2.40 Cr 
1504,1 BHK Apartment for Sale in Andheri West Mumbai,450 sqft,Brook Hill CHS LTD,Ready to Move,Resale,Semi-Furnished,,1,1.85 Cr 
1505,3 BHK Apartment for Sale in Andheri West Mumbai,1350 sqft,,Ready to Move,Resale,Furnished,"1 Covered,",3,5.99 Cr 
1506,2 BHK Apartment for Sale in Andheri West Mumbai,523 sqft,,ConstructionPoss. by Sep '23,New Property,Unfurnished,1 Covered,2,1.41 Cr 
